Habitat__,genome,tpm
Palsa,3300038461_13,0
Palsa,3300038461_16,0
Palsa,3300038461_4,0
Palsa,3300038461_5,0
Palsa,3300038473_8,0
Palsa,3300038475_6,0
Palsa,3300038476_2,0
Palsa,3300038519_6,0
Palsa,3300039216_15,0
Palsa,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.122_90.43_7.26,0
Palsa,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72,0
Palsa,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92,0
Palsa,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,0
Palsa,Bog.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.57_80.23_1.26,0
Palsa,Bog.Labelled.R1.T2.F1.trimmomatic.megahit_bin.69_82.85_0.58,0
Palsa,Bog.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.66_77.13_3.14,0
Palsa,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.103_71.98_4.06,0
Palsa,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.54_94.58_0.00,0
Palsa,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.70_92.60_2.94,0
Palsa,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.89_90.44_1.43,0
Palsa,Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86,0
Palsa,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.102_98.52_1.39,0
Palsa,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.118_92.33_1.72,0
Palsa,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.87_99.52_1.28,0
Palsa,Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54,0
Palsa,Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.108_95.64_2.59,0
Palsa,Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.9_92.24_4.31,0
Palsa,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.35_75.21_2.71,0
Palsa,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72,0
Palsa,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75,0
Palsa,Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.69_84.77_5.37,0
Palsa,Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.98_100.00_0.89,0
Palsa,Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19,0
Palsa,Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.181_93.96_0.10,0
Palsa,Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.44_93.46_0.05,0
Palsa,Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.139_70.64_1.24,0
Palsa,Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.65_95.86_0.00,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.118_76.60_1.35,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.120_96.00_3.87,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.149_91.22_4.05,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.150_72.98_1.61,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.18_85.86_3.07,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.192_94.47_2.50,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.19_85.66_3.93,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.233_80.97_3.18,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.25_70.90_0.94,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.264_75.64_3.36,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.27_76.49_0.00,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.289_96.76_2.78,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.299_95.52_4.31,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.314_85.82_2.79,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.316_95.55_4.21,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.338_87.35_4.23,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.343_79.15_3.48,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.390_88.96_3.68,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.7_81.77_4.18,0
Palsa,Bog.None.R1.T0.trimmomatic.megahit_bin.85_97.01_0.10,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.145_77.41_6.25,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.224_82.49_1.72,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.260_94.67_5.63,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.269_78.13_8.62,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.27_84.99_8.62,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.304_97.97_7.51,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.328_92.09_2.03,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.32_77.74_4.21,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.335_92.02_1.58,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45,0
Palsa,Bog.None.R2.T0.JGI.BFC.metaspades_bin.58_85.62_4.48,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.194_91.91_4.74,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.247_70.69_0.00,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.251_70.02_6.28,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.26_93.67_0.93,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.272_80.28_7.13,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.319_70.21_1.04,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.344_99.28_6.76,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.355_93.52_0.93,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.356_99.38_2.70,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.66_95.61_5.83,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.75_88.18_7.24,0
Palsa,Bog.None.R2.T0.trimmomatic.megahit_bin.9_79.17_4.70,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.122_92.03_1.72,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.123_97.95_1.37,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.148_73.61_7.22,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.159_94.12_4.05,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.166_92.84_2.72,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.267_72.59_8.57,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.275_96.71_5.17,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.339_96.94_3.52,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.340_100.00_1.76,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.344_98.63_5.75,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77,0
Palsa,Bog.None.R3.T0.JGI.BFC.metaspades_bin.6_96.55_2.67,0
Palsa,Bog.None.R3.T0.trimmomatic.megahit_bin.282_90.87_0.94,0
Palsa,Bog.None.R3.T0.trimmomatic.megahit_bin.32_99.32_2.03,0
Palsa,Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21,0
Palsa,Bog.None.R3.T0.trimmomatic.megahit_bin.383_96.18_3.47,0
Palsa,Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88,0
Palsa,Bog.None.R3.T0.trimmomatic.megahit_bin.83_78.97_4.55,0
Palsa,Bog.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.7_97.93_0.48,0
Palsa,Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.35_96.02_1.29,0
Palsa,Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95,0
Palsa,Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.64_99.70_0.45,0
Palsa,Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.90_96.67_0.48,0
Palsa,Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.31_85.09_2.29,0
Palsa,Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.68_94.99_0.32,0
Palsa,Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.68_86.32_3.16,0
Palsa,Bog.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.57_95.24_1.10,0
Palsa,Bog.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.76_83.76_7.26,0
Palsa,Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,0
Palsa,Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72,0
Palsa,Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.31_72.82_1.94,0
Palsa,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,0
Palsa,Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12,0
Palsa,Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.86_71.87_2.22,0
Palsa,Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.100_87.84_4.05,0
Palsa,Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.8_92.23_3.04,0
Palsa,Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.4_76.39_0.68,0
Palsa,Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.11_95.85_2.84,0
Palsa,Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.123_90.74_0.10,0
Palsa,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,0
Palsa,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,0
Palsa,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,0
Palsa,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,0
Palsa,Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.128_97.86_0.00,0
Palsa,Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_98.85_1.71,0
Palsa,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,0
Palsa,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.46_85.62_3.11,0
Palsa,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.88_97.22_2.03,0
Palsa,Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.103_98.32_1.01,0
Palsa,Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.116_93.32_2.25,0
Palsa,Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.28_77.90_3.26,0
Palsa,Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.60_91.92_1.02,0
Palsa,Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47,0
Palsa,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.144_98.93_0.93,0
Palsa,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42,0
Palsa,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.11_87.40_5.27,0
Palsa,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.133_95.29_6.77,0
Palsa,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.53_92.50_2.78,0
Palsa,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.74_92.32_2.91,0
Palsa,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.75_99.00_0.81,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.129_91.29_3.23,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.181_80.47_3.36,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.122_84.22_0.85,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.132_70.89_4.33,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.144_72.18_2.39,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.150_70.93_7.86,0
Palsa,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.185_88.24_2.99,0
Palsa,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.139_76.75_2.07,0
Palsa,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.170_83.72_0.87,0
Palsa,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.23_92.25_1.19,0
Palsa,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,0
Palsa,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,0
Palsa,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,0
Palsa,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85,0
Palsa,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.165_74.19_4.27,0
Palsa,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.5_81.58_0.43,0
Palsa,Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.66_96.66_1.53,0
Palsa,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.104_97.47_4.73,0
Palsa,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.33_99.27_3.62,0
Palsa,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.114_88.45_5.80,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.11_92.47_4.06,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.142_81.20_4.70,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.22_74.64_1.66,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.63_96.30_0.08,0
Palsa,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.66_94.31_0.76,0
Palsa,Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.151_70.18_0.00,0
Palsa,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.132_81.32_1.30,0
Palsa,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37,0
Palsa,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.180_95.25_4.11,0
Palsa,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,0
Palsa,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45,0
Palsa,Fen.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.20_82.87_0.54,0
Palsa,Fen.Labelled.R1.T1.F4.trimmomatic.metaspades_bin.45_92.53_1.84,0
Palsa,Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.4_83.95_1.23,0
Palsa,Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.30_79.47_0.07,0
Palsa,Fen.Labelled.R1.T2.F4.trimmomatic.metaspades_bin.28_74.91_1.75,0
Palsa,Fen.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.88_90.34_8.06,0
Palsa,Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.123_80.03_3.65,0
Palsa,Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.46_84.21_3.03,0
Palsa,Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.70_79.05_1.45,0
Palsa,Fen.Labelled.R1.T3.F2.trimmomatic.megahit_bin.7_75.84_0.00,0
Palsa,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.16_71.22_0.00,0
Palsa,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.46_88.34_0.95,0
Palsa,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.65_85.94_3.20,0
Palsa,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.6_85.99_2.20,0
Palsa,Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.40_93.84_3.50,0
Palsa,Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.5_91.46_5.16,0
Palsa,Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48,0
Palsa,Fen.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.13_78.28_1.12,0
Palsa,Fen.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.24_70.69_0.16,0
Palsa,Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_86.00_4.84,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.11_96.90_2.95,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.27_99.16_2.15,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.2_97.58_0.54,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.31_81.88_4.50,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.38_80.01_9.95,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.57_91.40_0.54,0
Palsa,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,0
Palsa,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.100_86.89_0.00,0
Palsa,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,0
Palsa,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.52_84.89_1.03,0
Palsa,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.61_79.72_3.54,0
Palsa,Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.20_97.80_0.55,0
Palsa,Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.21_97.74_0.00,0
Palsa,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.32_78.86_1.64,0
Palsa,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.66_88.51_0.00,0
Palsa,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,0
Palsa,Fen.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.10_100.00_1.55,0
Palsa,Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00,0
Palsa,Fen.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.26_80.66_5.49,0
Palsa,Fen.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.3_94.09_1.88,0
Palsa,Fen.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.15_97.73_2.19,0
Palsa,Fen.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.2_79.14_1.91,0
Palsa,Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.25_92.80_3.23,0
Palsa,Fen.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.27_98.45_0.75,0
Palsa,Fen.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.29_70.49_8.96,0
Palsa,Fen.Labelled.R3.T2.F2.trimmomatic.megahit_bin.3_95.51_0.77,0
Palsa,Fen.Labelled.R3.T2.F4.JGI.BFC.metaspades_bin.21_76.66_1.58,0
Palsa,Fen.Labelled.R3.T2.F4.JGI.BFC.metaspades_bin.9_70.09_1.38,0
Palsa,Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.48_70.31_1.37,0
Palsa,Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.60_70.06_0.86,0
Palsa,Fen.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.15_79.61_4.68,0
Palsa,Fen.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.46_98.77_0.00,0
Palsa,Fen.Unlabelled.R1.T1.F4.trimmomatic.metaspades_bin.21_75.31_0.26,0
Palsa,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.10_78.91_3.92,0
Palsa,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.29_98.61_0.00,0
Palsa,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.79_78.95_1.72,0
Palsa,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.80_90.94_1.07,0
Palsa,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.83_76.02_7.93,0
Palsa,Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46,0
Palsa,Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88,0
Palsa,Fen.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.11_98.90_0.00,0
Palsa,Fen.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.8_84.91_1.42,0
Palsa,Fen.Unlabelled.R1.T2.F4.trimmomatic.metaspades_bin.48_89.46_5.98,0
Palsa,Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.49_93.05_1.83,0
Palsa,Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.65_97.77_0.74,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.22_95.50_1.32,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.26_71.72_1.72,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.40_85.32_3.49,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.55_85.86_0.54,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.62_83.80_1.99,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.81_70.78_1.12,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.87_96.22_0.54,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.92_75.18_3.17,0
Palsa,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.99_86.69_1.22,0
Palsa,Fen.Unlabelled.R1.T3.F2.JGI.BFC.metaspades_bin.1_98.39_0.54,0
Palsa,Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.9_83.06_0.83,0
Palsa,Fen.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.21_87.87_4.97,0
Palsa,Fen.Unlabelled.R1.T3.F4.trimmomatic.megahit_bin.27_72.03_1.57,0
Palsa,Fen.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.11_89.30_5.73,0
Palsa,Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.14_96.98_1.02,0
Palsa,Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.27_91.70_2.68,0
Palsa,Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.11_81.20_0.61,0
Palsa,Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.34_86.94_0.54,0
Palsa,Fen.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.2_98.91_0.61,0
Palsa,Fen.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.38_73.55_6.79,0
Palsa,Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.57_85.17_9.86,0
Palsa,Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.5_78.34_3.47,0
Palsa,Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.6_76.17_2.25,0
Palsa,Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.37_73.98_5.96,0
Palsa,Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.3_78.82_2.42,0
Palsa,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24,0
Palsa,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.16_100.00_1.08,0
Palsa,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.22_97.12_0.14,0
Palsa,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.23_78.59_2.20,0
Palsa,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.59_77.43_0.10,0
Palsa,Fen.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.13_89.21_3.77,0
Palsa,Fen.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.3_94.18_1.39,0
Palsa,Fen.Unlabelled.R2.T3.F4.JGI.BFC.metaspades_bin.7_85.11_2.41,0
Palsa,Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.17_87.24_2.27,0
Palsa,Fen.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.1_88.35_4.39,0
Palsa,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.29_98.04_1.00,0
Palsa,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.61_70.90_1.88,0
Palsa,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72,0
Palsa,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.67_78.91_1.19,0
Palsa,Fen.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.37_93.26_0.00,0
Palsa,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,0
Palsa,Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17,0
